epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,17549,0.21285,0.15761,0.8639,0.9969,0.99832,0.99413,0.98067,0.17576,0.11749,0.76935,0.0010405,0.0010405,0.0010405
183,17645.6,0.21738,0.15631,0.86228,0.99693,0.99832,0.99416,0.98097,0.1759,0.11851,0.76942,0.000991,0.000991,0.000991
184,17742.4,0.21382,0.15354,0.86229,0.99699,0.99832,0.99414,0.98033,0.17605,0.11793,0.76915,0.0009415,0.0009415,0.0009415
185,17838.9,0.20928,0.15278,0.86148,0.99702,0.99832,0.99411,0.98073,0.17534,0.11787,0.76882,0.000892,0.000892,0.000892
186,17935.6,0.21131,0.15601,0.86846,0.99697,0.99832,0.99401,0.97994,0.17494,0.11736,0.7686,0.0008425,0.0008425,0.0008425
187,18032.2,0.21395,0.15529,0.86322,0.99694,0.99832,0.99411,0.98025,0.17446,0.11797,0.76839,0.000793,0.000793,0.000793
188,18129.2,0.21123,0.15228,0.85636,0.99695,0.99832,0.99418,0.98056,0.17393,0.11818,0.76825,0.0007435,0.0007435,0.0007435
189,18225.8,0.20936,0.15417,0.86373,0.99702,0.99832,0.99418,0.98067,0.17396,0.11798,0.76811,0.000694,0.000694,0.000694
190,18322.8,0.21015,0.15206,0.8652,0.99678,0.99832,0.99421,0.98079,0.17369,0.11807,0.76803,0.0006445,0.0006445,0.0006445
191,18431.5,0.16435,0.11271,0.81481,0.99697,0.99832,0.99421,0.98081,0.17397,0.11746,0.76796,0.000595,0.000595,0.000595
192,18528.1,0.16077,0.1123,0.81143,0.9968,0.99832,0.99419,0.98058,0.17338,0.11636,0.76755,0.0005455,0.0005455,0.0005455
193,18624.1,0.16133,0.1105,0.81324,0.99681,0.99832,0.99419,0.98041,0.17344,0.1169,0.76713,0.000496,0.000496,0.000496
194,18720.4,0.15956,0.10971,0.81409,0.99679,0.99832,0.99419,0.98069,0.17305,0.11721,0.76697,0.0004465,0.0004465,0.0004465
195,18816.5,0.15858,0.10983,0.81342,0.99677,0.99832,0.99409,0.98088,0.17268,0.11637,0.76654,0.000397,0.000397,0.000397
196,18912.6,0.15943,0.10941,0.81456,0.99679,0.99832,0.99409,0.9804,0.17247,0.11578,0.76648,0.0003475,0.0003475,0.0003475
197,19009.1,0.15818,0.1068,0.81491,0.99678,0.99832,0.99413,0.98045,0.17235,0.11554,0.76628,0.000298,0.000298,0.000298
198,19105,0.1578,0.1075,0.81235,0.99675,0.99832,0.99409,0.98081,0.17185,0.11494,0.76604,0.0002485,0.0002485,0.0002485
199,19201.1,0.15499,0.10519,0.80898,0.99678,0.99832,0.99416,0.98087,0.17189,0.11555,0.76585,0.000199,0.000199,0.000199
200,19296.8,0.15444,0.10886,0.815,0.99678,0.99832,0.99408,0.98049,0.17162,0.11522,0.76562,0.0001495,0.0001495,0.0001495
